onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.367	0	sound	ii	4	37	4	1	1.088
18.8	0	feedback	ii	4	37	n/a	n/a	n/a
24.333	0	sound	ii	3	21	3	1	1.154
28.566	0	feedback	ii	3	21	n/a	n/a	n/a
31.815	0	sound	ii	1	9	3	0	1.592
35.465	0	feedback	ii	1	9	n/a	n/a	n/a
39.315	0	sound	ii	4	36	4	1	1.108
42.981	0	feedback	ii	4	36	n/a	n/a	n/a
46.814	0	sound	ii	3	24	3	1	1.856
51.197	0	feedback	ii	3	24	n/a	n/a	n/a
54.313	0	sound	ii	2	18	2	1	1.405
58.396	0	feedback	ii	2	18	n/a	n/a	n/a
64.312	0	sound	ii	3	25	3	1	1.198
67.662	0	feedback	ii	3	25	n/a	n/a	n/a
71.812	0	sound	ii	1	2	3	0	1.802
74.611	0	feedback	ii	1	2	n/a	n/a	n/a
79.328	0	sound	ii	2	16	2	1	1.437
83.294	0	feedback	ii	2	16	n/a	n/a	n/a
86.827	0	sound	ii	3	27	4	0	1.322
89.377	0	feedback	ii	3	27	n/a	n/a	n/a
94.309	0	sound	ii	3	23	3	1	1.136
98.626	0	feedback	ii	3	23	n/a	n/a	n/a
101.809	0	sound	ii	4	38	4	1	0.996
105.692	0	feedback	ii	4	38	n/a	n/a	n/a
111.808	0	sound	ii	2	15	0	0	0
114.824	0	feedback	ii	2	15	n/a	n/a	n/a
121.807	0	sound	ii	4	39	3	0	1.357
126.24	0	feedback	ii	4	39	n/a	n/a	n/a
129.306	0	sound	ii	3	22	4	0	0.842
133.289	0	feedback	ii	3	22	n/a	n/a	n/a
136.805	0	sound	ii	3	26	3	1	1.791
140.872	0	feedback	ii	3	26	n/a	n/a	n/a
144.321	0	sound	ii	4	31	4	1	1.026
147.788	0	feedback	ii	4	31	n/a	n/a	n/a
151.821	0	sound	ii	3	29	4	0	1.102
156.054	0	feedback	ii	3	29	n/a	n/a	n/a
159.303	0	sound	ii	1	6	0	0	0
162.653	0	feedback	ii	1	6	n/a	n/a	n/a
169.319	0	sound	ii	4	33	4	1	1.324
172.535	0	feedback	ii	4	33	n/a	n/a	n/a
176.818	0	sound	ii	4	35	4	1	0.84
180.801	0	feedback	ii	4	35	n/a	n/a	n/a
184.334	0	sound	ii	1	8	1	1	1.468
187.901	0	feedback	ii	1	8	n/a	n/a	n/a
191.834	0	sound	ii	2	17	2	1	1.184
195.417	0	feedback	ii	2	17	n/a	n/a	n/a
201.799	0	sound	ii	1	3	1	1	0.987
206.082	0	feedback	ii	1	3	n/a	n/a	n/a
209.332	0	sound	ii	3	30	2	0	1.142
213.731	0	feedback	ii	3	30	n/a	n/a	n/a
219.331	0	sound	ii	1	5	3	0	1.158
222.164	0	feedback	ii	1	5	n/a	n/a	n/a
226.814	0	sound	ii	1	1	1	1	1.435
230.497	0	feedback	ii	1	1	n/a	n/a	n/a
234.313	0	sound	ii	2	12	3	0	0.992
238.279	0	feedback	ii	2	12	n/a	n/a	n/a
241.829	0	sound	ii	1	7	1	1	1.236
246.195	0	feedback	ii	1	7	n/a	n/a	n/a
249.295	0	sound	ii	4	40	4	1	1.313
253.311	0	feedback	ii	4	40	n/a	n/a	n/a
259.31	0	sound	ii	1	10	2	0	1.602
263.36	0	feedback	ii	1	10	n/a	n/a	n/a
269.31	0	sound	ii	3	28	3	1	1.162
273.059	0	feedback	ii	3	28	n/a	n/a	n/a
276.809	0	sound	ii	4	34	4	1	0.935
280.808	0	feedback	ii	4	34	n/a	n/a	n/a
286.825	0	sound	ii	2	20	0	0	0
290.408	0	feedback	ii	2	20	n/a	n/a	n/a
294.307	0	sound	ii	2	14	2	1	1.22
297.29	0	feedback	ii	2	14	n/a	n/a	n/a
301.806	0	sound	ii	2	13	2	1	1.385
306.173	0	feedback	ii	2	13	n/a	n/a	n/a
309.289	0	sound	ii	1	4	2	0	1.99
312.439	0	feedback	ii	1	4	n/a	n/a	n/a
316.788	0	sound	ii	2	11	1	0	1.194
319.305	0	feedback	ii	2	11	n/a	n/a	n/a
324.288	0	sound	ii	4	32	3	0	1.358
327.954	0	feedback	ii	4	32	n/a	n/a	n/a
331.82	0	sound	ii	2	19	1	0	1.226
335.503	0	feedback	ii	2	19	n/a	n/a	n/a
